medicine_id,generic_name,brand_name,drug_class,dosage_form,strength_mg,common_use,manufacturer,price_inr,requires_prescription
MED00686,Rosuvastatin,Rosuvastatin-ZYD,Statin,Ointment,N/A,Cholesterol management,Zydus Cadila,563.95,False
MED00687,Enalapril,Enalapril DS-MAN,Antihypertensive (ACE Inhibitor),Cream,N/A,High blood pressure,Mankind Pharma,1734.85,True
MED00688,Ramipril,Ramipril DS-TOR,Antihypertensive (ACE Inhibitor),Injection,650,High blood pressure and heart failure,Torrent Pharma,206.67,True
MED00689,Digoxin,Digoxin DS-ALK,Cardiac Glycoside,Ointment,N/A,Heart failure and arrhythmia,Alkem Labs,81.04,False
MED00690,Amiodarone,Amiodarone-Plus-GLE,Antiarrhythmic,Injection,125,Irregular heartbeat,Glenmark,589.84,True
MED00691,Heparin,Heparin-Plus-SUN,Anticoagulant,Tablet,10,Blood clot prevention (acute),Sun Pharma,1446.38,True
MED00692,Insulin Regular,Insulin-CIP,Antidiabetic (Insulin),Syrup,1000,Diabetes mellitus,Cipla,2037.32,True
MED00693,Glimepiride,Glimepiride-DR.,Antidiabetic (Sulfonylurea),Cream,N/A,Type 2 diabetes,Dr. Reddy's,2002.01,True
MED00694,Pioglitazone,Pioglitazone-Forte-LUP,Antidiabetic (Thiazolidinedione),Tablet,250,Type 2 diabetes,Lupin,659.21,False
MED00695,Montelukast,Montelukast-AUR,Leukotriene Antagonist,Tablet,500,Asthma and allergies,Aurobindo Pharma,1035.95,True
MED00696,Budesonide Inhaler,Budesonide DS-ZYD,Corticosteroid (Inhaled),Ointment,N/A,Asthma and COPD,Zydus Cadila,2491.45,True
MED00697,Ipratropium Bromide,Ipratropium-MAN,Bronchodilator (Anticholinergic),Syrup,650,COPD,Mankind Pharma,1783.01,True
MED00698,Isoniazid,Isoniazid-TOR,Antitubercular,Eye Drops,N/A,Tuberculosis,Torrent Pharma,1077.3,True
MED00699,Rifampicin,Rifampicin DS-ALK,Antitubercular,Powder,1000,Tuberculosis,Alkem Labs,2191.65,True
MED00700,Ethambutol,Ethambutol XR-GLE,Antitubercular,Cream,N/A,Tuberculosis,Glenmark,712.5,True
MED00701,Pyrazinamide,Pyrazinamide XR-SUN,Antitubercular,Ointment,N/A,Tuberculosis,Sun Pharma,2122.95,False
MED00702,Zidovudine,Zidovudine DS-CIP,Antiretroviral,Cream,N/A,HIV management,Cipla,377.7,True
MED00703,Tenofovir,Tenofovir-DR.,Antiretroviral,Cream,N/A,HIV and Hepatitis B,Dr. Reddy's,1819.1,True
MED00704,Lamivudine,Lamivudine-LUP,Antiretroviral,Ointment,N/A,HIV management,Lupin,2172.64,False
MED00705,Paracetamol,Paracetamol XR-AUR,Analgesic/Antipyretic,Eye Drops,N/A,Fever and pain relief,Aurobindo Pharma,2256.22,True
MED00706,Ibuprofen,Ibuprofen XR-ZYD,NSAID,Eye Drops,N/A,Pain and inflammation relief,Zydus Cadila,1742.43,True
MED00707,Aspirin,Aspirin-Forte-MAN,NSAID/Antiplatelet,Capsule,10,Pain relief and blood thinning,Mankind Pharma,1903.78,False
MED00708,Amoxicillin,Amoxicillin-Plus-TOR,Antibiotic (Penicillin),Inhaler,N/A,Bacterial infections,Torrent Pharma,1477.13,True
MED00709,Azithromycin,Azithromycin DS-ALK,Antibiotic (Macrolide),Ointment,N/A,Respiratory and skin infections,Alkem Labs,1363.3,True
MED00710,Ciprofloxacin,Ciprofloxacin-Forte-GLE,Antibiotic (Fluoroquinolone),Ointment,N/A,Urinary and GI infections,Glenmark,388.16,False
MED00711,Metformin,Metformin-Plus-SUN,Antidiabetic (Biguanide),Inhaler,N/A,Type 2 diabetes management,Sun Pharma,704.31,True
MED00712,Insulin Glargine,Insulin-CIP,Antidiabetic (Insulin),Tablet,500,Diabetes mellitus,Cipla,1612.13,True
MED00713,Amlodipine,Amlodipine-DR.,Antihypertensive (CCB),Cream,N/A,High blood pressure,Dr. Reddy's,2028.72,True
MED00714,Losartan,Losartan-LUP,Antihypertensive (ARB),Cream,N/A,High blood pressure,Lupin,675.97,False
MED00715,Atenolol,Atenolol-AUR,Antihypertensive (Beta-blocker),Ointment,N/A,High blood pressure and arrhythmia,Aurobindo Pharma,1869.62,True
MED00716,Atorvastatin,Atorvastatin-Plus-ZYD,Statin,Capsule,100,Cholesterol management,Zydus Cadila,2433.26,True
MED00717,Omeprazole,Omeprazole-Plus-MAN,Proton Pump Inhibitor,Syrup,100,Acid reflux and ulcers,Mankind Pharma,302.43,False
MED00718,Ranitidine,Ranitidine-TOR,H2 Blocker,Powder,125,Acid reflux,Torrent Pharma,132.81,False
MED00719,Cetirizine,Cetirizine XR-ALK,Antihistamine,Cream,N/A,Allergy relief,Alkem Labs,511.89,True
MED00720,Loratadine,Loratadine-GLE,Antihistamine,Inhaler,N/A,Allergy relief,Glenmark,1149.6,True
MED00721,Salbutamol,Salbutamol-SUN,Bronchodilator,Tablet,5,Asthma and COPD,Sun Pharma,503.41,True
MED00722,Levothyroxine,Levothyroxine-CIP,Thyroid Hormone,Cream,N/A,Hypothyroidism,Cipla,1736.15,True
MED00723,Carbimazole,Carbimazole-DR.,Antithyroid,Capsule,25,Hyperthyroidism,Dr. Reddy's,382.39,True
MED00724,Prednisolone,Prednisolone-LUP,Corticosteroid,Syrup,25,Inflammation and autoimmune conditions,Lupin,1697.88,True
MED00725,Metronidazole,Metronidazole-AUR,Antibiotic/Antiprotozoal,Ointment,N/A,Anaerobic and parasitic infections,Aurobindo Pharma,1600.65,True
MED00726,Doxycycline,Doxycycline DS-ZYD,Antibiotic (Tetracycline),Inhaler,N/A,Bacterial infections,Zydus Cadila,1384.89,True
MED00727,Fluconazole,Fluconazole XR-MAN,Antifungal,Syrup,10,Fungal infections,Mankind Pharma,2108.92,True
MED00728,Acyclovir,Acyclovir DS-TOR,Antiviral,Injection,250,Herpes virus infections,Torrent Pharma,2142.48,True
MED00729,Oseltamivir,Oseltamivir DS-ALK,Antiviral,Syrup,100,Influenza,Alkem Labs,675.17,False
MED00730,Artemether-Lumefantrine,Artemether-Lumefantrine-GLE,Antimalarial,Cream,N/A,Malaria treatment,Glenmark,2367.65,True
MED00731,Chloroquine,Chloroquine-Forte-SUN,Antimalarial,Inhaler,N/A,Malaria prevention and treatment,Sun Pharma,390.94,True
MED00732,Ondansetron,Ondansetron-CIP,Antiemetic,Cream,N/A,Nausea and vomiting,Cipla,676.21,True
MED00733,Domperidone,Domperidone-DR.,Antiemetic/Prokinetic,Syrup,650,Nausea and GI motility,Dr. Reddy's,1746.04,True
MED00734,Loperamide,Loperamide-LUP,Antidiarrheal,Injection,25,Diarrhea,Lupin,1837.25,True
MED00735,Oral Rehydration Salts,Oral-AUR,Electrolyte Replacement,Ointment,N/A,Dehydration,Aurobindo Pharma,581.71,True
MED00736,Diazepam,Diazepam-Forte-ZYD,Benzodiazepine,Syrup,500,Anxiety and seizures,Zydus Cadila,237.44,True
MED00737,Sertraline,Sertraline-Plus-MAN,SSRI Antidepressant,Powder,1000,Depression and anxiety,Mankind Pharma,1053.92,False
MED00738,Fluoxetine,Fluoxetine-Forte-TOR,SSRI Antidepressant,Inhaler,N/A,Depression,Torrent Pharma,1943.93,False
MED00739,Escitalopram,Escitalopram-ALK,SSRI Antidepressant,Capsule,1000,Anxiety and depression,Alkem Labs,249.86,False
MED00740,Risperidone,Risperidone-GLE,Antipsychotic,Inhaler,N/A,Schizophrenia and bipolar disorder,Glenmark,627.18,False
MED00741,Sodium Valproate,Sodium XR-SUN,Anticonvulsant,Syrup,25,Epilepsy and bipolar disorder,Sun Pharma,2422.34,True
MED00742,Levetiracetam,Levetiracetam DS-CIP,Anticonvulsant,Eye Drops,N/A,Epilepsy,Cipla,632.33,True
MED00743,Gabapentin,Gabapentin-Forte-DR.,Anticonvulsant/Analgesic,Injection,25,Nerve pain and seizures,Dr. Reddy's,1208.74,True
MED00744,Warfarin,Warfarin-Plus-LUP,Anticoagulant,Tablet,100,Blood clot prevention,Lupin,1377.28,True
MED00745,Clopidogrel,Clopidogrel-AUR,Antiplatelet,Inhaler,N/A,Stroke and heart attack prevention,Aurobindo Pharma,75.98,True
MED00746,Furosemide,Furosemide-ZYD,Diuretic,Cream,N/A,Fluid retention and heart failure,Zydus Cadila,2115.77,True
MED00747,Hydrochlorothiazide,Hydrochlorothiazide DS-MAN,Diuretic,Cream,N/A,High blood pressure,Mankind Pharma,1743.41,True
MED00748,Spironolactone,Spironolactone XR-TOR,Diuretic,Tablet,50,Heart failure and fluid retention,Torrent Pharma,2487.22,True
MED00749,Diclofenac,Diclofenac-ALK,NSAID,Ointment,N/A,Pain and inflammation,Alkem Labs,983.86,True
MED00750,Tramadol,Tramadol-Plus-GLE,Opioid Analgesic,Cream,N/A,Moderate to severe pain,Glenmark,1734.85,True
MED00751,Morphine,Morphine DS-SUN,Opioid Analgesic,Injection,250,Severe pain,Sun Pharma,1994.47,False
MED00752,Methotrexate,Methotrexate-CIP,Antimetabolite/DMARD,Injection,125,Rheumatoid arthritis and cancer,Cipla,78.28,True
MED00753,Hydroxychloroquine,Hydroxychloroquine-Plus-DR.,Antimalarial/DMARD,Ointment,N/A,Lupus and rheumatoid arthritis,Dr. Reddy's,2467.44,False
MED00754,Allopurinol,Allopurinol DS-LUP,Antigout,Tablet,100,Gout management,Lupin,160.3,True
MED00755,Calcium Carbonate,Calcium DS-AUR,Mineral Supplement,Injection,50,Calcium deficiency,Aurobindo Pharma,1870.17,False
MED00756,Ferrous Sulfate,Ferrous-Forte-ZYD,Iron Supplement,Cream,N/A,Iron deficiency anemia,Zydus Cadila,410.02,True
MED00757,Folic Acid,Folic-MAN,Vitamin Supplement,Capsule,500,Anemia and pregnancy,Mankind Pharma,1071.11,False
MED00758,Vitamin D3,Vitamin DS-TOR,Vitamin Supplement,Capsule,100,Vitamin D deficiency,Torrent Pharma,2039.38,True
MED00759,Vitamin B12,Vitamin DS-ALK,Vitamin Supplement,Cream,N/A,B12 deficiency,Alkem Labs,538.15,False
MED00760,Multivitamin,Multivitamin-Plus-GLE,Vitamin Supplement,Eye Drops,N/A,General nutritional support,Glenmark,588.69,True
MED00761,Clotrimazole,Clotrimazole-SUN,Antifungal (Topical),Eye Drops,N/A,Skin fungal infections,Sun Pharma,1588.41,True
MED00762,Hydrocortisone Cream,Hydrocortisone-Plus-CIP,Corticosteroid (Topical),Cream,N/A,Skin inflammation,Cipla,26.37,True
MED00763,Benzoyl Peroxide,Benzoyl-Forte-DR.,Topical Antiacne,Ointment,N/A,Acne treatment,Dr. Reddy's,525.44,True
MED00764,Salicylic Acid,Salicylic DS-LUP,Keratolytic,Cream,N/A,Acne and skin conditions,Lupin,601.77,True
MED00765,Latanoprost,Latanoprost-AUR,Antiglaucoma,Tablet,5,Glaucoma,Aurobindo Pharma,463.01,True
MED00766,Timolol Eye Drops,Timolol-ZYD,Antiglaucoma,Syrup,650,Glaucoma,Zydus Cadila,834.17,True
MED00767,Artificial Tears,Artificial-Forte-MAN,Ocular Lubricant,Capsule,10,Dry eyes,Mankind Pharma,279.42,True
MED00768,Chlorpheniramine,Chlorpheniramine DS-TOR,Antihistamine,Inhaler,N/A,Allergy and cold symptoms,Torrent Pharma,507.2,True
MED00769,Dextromethorphan,Dextromethorphan DS-ALK,Antitussive,Tablet,1000,Cough suppression,Alkem Labs,2458.61,False
MED00770,Guaifenesin,Guaifenesin-GLE,Expectorant,Inhaler,N/A,Chest congestion,Glenmark,1856.67,False
MED00771,Pantoprazole,Pantoprazole-Plus-SUN,Proton Pump Inhibitor,Cream,N/A,Acid reflux and ulcers,Sun Pharma,454.57,False
MED00772,Rabeprazole,Rabeprazole DS-CIP,Proton Pump Inhibitor,Powder,650,Acid reflux,Cipla,2245.8,True
MED00773,Simvastatin,Simvastatin-DR.,Statin,Inhaler,N/A,Cholesterol management,Dr. Reddy's,2372.33,True
MED00774,Rosuvastatin,Rosuvastatin DS-LUP,Statin,Eye Drops,N/A,Cholesterol management,Lupin,2316.37,True
MED00775,Enalapril,Enalapril-AUR,Antihypertensive (ACE Inhibitor),Cream,N/A,High blood pressure,Aurobindo Pharma,701.79,True
MED00776,Ramipril,Ramipril-Forte-ZYD,Antihypertensive (ACE Inhibitor),Capsule,25,High blood pressure and heart failure,Zydus Cadila,1806.83,True
MED00777,Digoxin,Digoxin-MAN,Cardiac Glycoside,Injection,25,Heart failure and arrhythmia,Mankind Pharma,1336.14,True
MED00778,Amiodarone,Amiodarone-TOR,Antiarrhythmic,Injection,500,Irregular heartbeat,Torrent Pharma,1762.99,True
MED00779,Heparin,Heparin XR-ALK,Anticoagulant,Tablet,50,Blood clot prevention (acute),Alkem Labs,1221.24,True
MED00780,Insulin Regular,Insulin-Plus-GLE,Antidiabetic (Insulin),Inhaler,N/A,Diabetes mellitus,Glenmark,2409.07,True
MED00781,Glimepiride,Glimepiride-SUN,Antidiabetic (Sulfonylurea),Tablet,1000,Type 2 diabetes,Sun Pharma,2270.09,True
MED00782,Pioglitazone,Pioglitazone-CIP,Antidiabetic (Thiazolidinedione),Tablet,50,Type 2 diabetes,Cipla,111.21,True
MED00783,Montelukast,Montelukast DS-DR.,Leukotriene Antagonist,Powder,650,Asthma and allergies,Dr. Reddy's,358.04,True
MED00784,Budesonide Inhaler,Budesonide-Plus-LUP,Corticosteroid (Inhaled),Eye Drops,N/A,Asthma and COPD,Lupin,1518.25,True
MED00785,Ipratropium Bromide,Ipratropium-AUR,Bronchodilator (Anticholinergic),Injection,100,COPD,Aurobindo Pharma,330.85,False
MED00786,Isoniazid,Isoniazid-Plus-ZYD,Antitubercular,Powder,25,Tuberculosis,Zydus Cadila,507.92,True
MED00787,Rifampicin,Rifampicin XR-MAN,Antitubercular,Cream,N/A,Tuberculosis,Mankind Pharma,1549.72,True
MED00788,Ethambutol,Ethambutol DS-TOR,Antitubercular,Capsule,125,Tuberculosis,Torrent Pharma,1089.92,True
MED00789,Pyrazinamide,Pyrazinamide-ALK,Antitubercular,Cream,N/A,Tuberculosis,Alkem Labs,439.49,True
MED00790,Zidovudine,Zidovudine-Forte-GLE,Antiretroviral,Tablet,250,HIV management,Glenmark,537.39,False
MED00791,Tenofovir,Tenofovir-SUN,Antiretroviral,Eye Drops,N/A,HIV and Hepatitis B,Sun Pharma,1073.82,True
MED00792,Lamivudine,Lamivudine-Plus-CIP,Antiretroviral,Injection,10,HIV management,Cipla,313.23,True
MED00793,Paracetamol,Paracetamol XR-DR.,Analgesic/Antipyretic,Tablet,500,Fever and pain relief,Dr. Reddy's,764.61,True
MED00794,Ibuprofen,Ibuprofen-Plus-LUP,NSAID,Cream,N/A,Pain and inflammation relief,Lupin,294.24,True
MED00795,Aspirin,Aspirin-Plus-AUR,NSAID/Antiplatelet,Syrup,5,Pain relief and blood thinning,Aurobindo Pharma,2436.34,True
MED00796,Amoxicillin,Amoxicillin-ZYD,Antibiotic (Penicillin),Eye Drops,N/A,Bacterial infections,Zydus Cadila,668.9,False
MED00797,Azithromycin,Azithromycin-Plus-MAN,Antibiotic (Macrolide),Tablet,1000,Respiratory and skin infections,Mankind Pharma,2172.7,True
MED00798,Ciprofloxacin,Ciprofloxacin XR-TOR,Antibiotic (Fluoroquinolone),Eye Drops,N/A,Urinary and GI infections,Torrent Pharma,439.96,True
MED00799,Metformin,Metformin-ALK,Antidiabetic (Biguanide),Tablet,10,Type 2 diabetes management,Alkem Labs,1928.7,False
MED00800,Insulin Glargine,Insulin-GLE,Antidiabetic (Insulin),Powder,1000,Diabetes mellitus,Glenmark,533.7,False
MED00801,Amlodipine,Amlodipine-SUN,Antihypertensive (CCB),Injection,250,High blood pressure,Sun Pharma,798.67,False
MED00802,Losartan,Losartan XR-CIP,Antihypertensive (ARB),Powder,125,High blood pressure,Cipla,1753.86,True
MED00803,Atenolol,Atenolol XR-DR.,Antihypertensive (Beta-blocker),Ointment,N/A,High blood pressure and arrhythmia,Dr. Reddy's,1592.17,True
MED00804,Atorvastatin,Atorvastatin-LUP,Statin,Capsule,250,Cholesterol management,Lupin,817.19,False
MED00805,Omeprazole,Omeprazole-AUR,Proton Pump Inhibitor,Inhaler,N/A,Acid reflux and ulcers,Aurobindo Pharma,1929.17,True
MED00806,Ranitidine,Ranitidine DS-ZYD,H2 Blocker,Injection,650,Acid reflux,Zydus Cadila,1106.41,True
MED00807,Cetirizine,Cetirizine-MAN,Antihistamine,Ointment,N/A,Allergy relief,Mankind Pharma,1816.48,True
MED00808,Loratadine,Loratadine-TOR,Antihistamine,Powder,500,Allergy relief,Torrent Pharma,1856.8,True
MED00809,Salbutamol,Salbutamol-Plus-ALK,Bronchodilator,Capsule,50,Asthma and COPD,Alkem Labs,513.19,True
MED00810,Levothyroxine,Levothyroxine-Forte-GLE,Thyroid Hormone,Syrup,5,Hypothyroidism,Glenmark,106.38,True
MED00811,Carbimazole,Carbimazole-SUN,Antithyroid,Injection,5,Hyperthyroidism,Sun Pharma,1028.91,True
MED00812,Prednisolone,Prednisolone XR-CIP,Corticosteroid,Eye Drops,N/A,Inflammation and autoimmune conditions,Cipla,436.98,True
MED00813,Metronidazole,Metronidazole XR-DR.,Antibiotic/Antiprotozoal,Cream,N/A,Anaerobic and parasitic infections,Dr. Reddy's,1389.98,True
MED00814,Doxycycline,Doxycycline-LUP,Antibiotic (Tetracycline),Ointment,N/A,Bacterial infections,Lupin,404.86,True
MED00815,Fluconazole,Fluconazole-AUR,Antifungal,Injection,500,Fungal infections,Aurobindo Pharma,1443.99,True
MED00816,Acyclovir,Acyclovir-ZYD,Antiviral,Inhaler,N/A,Herpes virus infections,Zydus Cadila,2398.13,True
MED00817,Oseltamivir,Oseltamivir XR-MAN,Antiviral,Tablet,250,Influenza,Mankind Pharma,48.77,True
MED00818,Artemether-Lumefantrine,Artemether-Lumefantrine-TOR,Antimalarial,Cream,N/A,Malaria treatment,Torrent Pharma,1811.15,True
MED00819,Chloroquine,Chloroquine-ALK,Antimalarial,Tablet,1000,Malaria prevention and treatment,Alkem Labs,1816.15,True
MED00820,Ondansetron,Ondansetron XR-GLE,Antiemetic,Ointment,N/A,Nausea and vomiting,Glenmark,1988.1,False
MED00821,Domperidone,Domperidone-Plus-SUN,Antiemetic/Prokinetic,Inhaler,N/A,Nausea and GI motility,Sun Pharma,130.65,False
MED00822,Loperamide,Loperamide-Forte-CIP,Antidiarrheal,Syrup,50,Diarrhea,Cipla,1676.28,True
MED00823,Oral Rehydration Salts,Oral-Plus-DR.,Electrolyte Replacement,Tablet,100,Dehydration,Dr. Reddy's,1336.03,True
MED00824,Diazepam,Diazepam-Plus-LUP,Benzodiazepine,Inhaler,N/A,Anxiety and seizures,Lupin,2172.75,True
MED00825,Sertraline,Sertraline-Forte-AUR,SSRI Antidepressant,Ointment,N/A,Depression and anxiety,Aurobindo Pharma,207.58,True
MED00826,Fluoxetine,Fluoxetine DS-ZYD,SSRI Antidepressant,Ointment,N/A,Depression,Zydus Cadila,121.72,True
MED00827,Escitalopram,Escitalopram DS-MAN,SSRI Antidepressant,Inhaler,N/A,Anxiety and depression,Mankind Pharma,1652.48,True
MED00828,Risperidone,Risperidone DS-TOR,Antipsychotic,Eye Drops,N/A,Schizophrenia and bipolar disorder,Torrent Pharma,436.35,False
MED00829,Sodium Valproate,Sodium XR-ALK,Anticonvulsant,Tablet,5,Epilepsy and bipolar disorder,Alkem Labs,834.13,True
MED00830,Levetiracetam,Levetiracetam-GLE,Anticonvulsant,Capsule,500,Epilepsy,Glenmark,1880.17,True
MED00831,Gabapentin,Gabapentin DS-SUN,Anticonvulsant/Analgesic,Eye Drops,N/A,Nerve pain and seizures,Sun Pharma,1183.01,True
MED00832,Warfarin,Warfarin-Plus-CIP,Anticoagulant,Syrup,650,Blood clot prevention,Cipla,1411.27,False
MED00833,Clopidogrel,Clopidogrel XR-DR.,Antiplatelet,Injection,500,Stroke and heart attack prevention,Dr. Reddy's,1078.79,True
MED00834,Furosemide,Furosemide-Forte-LUP,Diuretic,Cream,N/A,Fluid retention and heart failure,Lupin,255.6,True
MED00835,Hydrochlorothiazide,Hydrochlorothiazide-Forte-AUR,Diuretic,Eye Drops,N/A,High blood pressure,Aurobindo Pharma,2063.2,False
MED00836,Spironolactone,Spironolactone-ZYD,Diuretic,Syrup,10,Heart failure and fluid retention,Zydus Cadila,1917.06,True
MED00837,Diclofenac,Diclofenac-MAN,NSAID,Cream,N/A,Pain and inflammation,Mankind Pharma,1649.67,True
MED00838,Tramadol,Tramadol DS-TOR,Opioid Analgesic,Powder,25,Moderate to severe pain,Torrent Pharma,421.05,True
MED00839,Morphine,Morphine-Plus-ALK,Opioid Analgesic,Ointment,N/A,Severe pain,Alkem Labs,1216.45,False
MED00840,Methotrexate,Methotrexate DS-GLE,Antimetabolite/DMARD,Injection,50,Rheumatoid arthritis and cancer,Glenmark,1724.57,True
MED00841,Hydroxychloroquine,Hydroxychloroquine-Forte-SUN,Antimalarial/DMARD,Powder,5,Lupus and rheumatoid arthritis,Sun Pharma,919.12,True
MED00842,Allopurinol,Allopurinol DS-CIP,Antigout,Injection,1000,Gout management,Cipla,71.28,True
MED00843,Calcium Carbonate,Calcium XR-DR.,Mineral Supplement,Eye Drops,N/A,Calcium deficiency,Dr. Reddy's,357.72,True
MED00844,Ferrous Sulfate,Ferrous XR-LUP,Iron Supplement,Tablet,125,Iron deficiency anemia,Lupin,1524.41,True
MED00845,Folic Acid,Folic-Forte-AUR,Vitamin Supplement,Injection,250,Anemia and pregnancy,Aurobindo Pharma,1505.6,False
MED00846,Vitamin D3,Vitamin-ZYD,Vitamin Supplement,Tablet,25,Vitamin D deficiency,Zydus Cadila,1397.4,False
MED00847,Vitamin B12,Vitamin-Plus-MAN,Vitamin Supplement,Ointment,N/A,B12 deficiency,Mankind Pharma,2050.83,True
MED00848,Multivitamin,Multivitamin-TOR,Vitamin Supplement,Inhaler,N/A,General nutritional support,Torrent Pharma,1970.63,False
MED00849,Clotrimazole,Clotrimazole-Forte-ALK,Antifungal (Topical),Tablet,125,Skin fungal infections,Alkem Labs,1287.22,True
MED00850,Hydrocortisone Cream,Hydrocortisone-Forte-GLE,Corticosteroid (Topical),Injection,250,Skin inflammation,Glenmark,600.62,True
MED00851,Benzoyl Peroxide,Benzoyl DS-SUN,Topical Antiacne,Capsule,50,Acne treatment,Sun Pharma,1446.77,True
MED00852,Salicylic Acid,Salicylic-CIP,Keratolytic,Injection,5,Acne and skin conditions,Cipla,352.22,False
MED00853,Latanoprost,Latanoprost-DR.,Antiglaucoma,Powder,1000,Glaucoma,Dr. Reddy's,1599.78,True
MED00854,Timolol Eye Drops,Timolol-Forte-LUP,Antiglaucoma,Tablet,250,Glaucoma,Lupin,386.81,True
MED00855,Artificial Tears,Artificial-AUR,Ocular Lubricant,Ointment,N/A,Dry eyes,Aurobindo Pharma,2365.91,True
MED00856,Chlorpheniramine,Chlorpheniramine-Plus-ZYD,Antihistamine,Powder,650,Allergy and cold symptoms,Zydus Cadila,2185.77,True
MED00857,Dextromethorphan,Dextromethorphan-Plus-MAN,Antitussive,Inhaler,N/A,Cough suppression,Mankind Pharma,2380.27,True
MED00858,Guaifenesin,Guaifenesin DS-TOR,Expectorant,Ointment,N/A,Chest congestion,Torrent Pharma,1723.57,True
MED00859,Pantoprazole,Pantoprazole-Forte-ALK,Proton Pump Inhibitor,Injection,125,Acid reflux and ulcers,Alkem Labs,226.0,True
MED00860,Rabeprazole,Rabeprazole-Forte-GLE,Proton Pump Inhibitor,Eye Drops,N/A,Acid reflux,Glenmark,2463.29,False
MED00861,Simvastatin,Simvastatin-Plus-SUN,Statin,Eye Drops,N/A,Cholesterol management,Sun Pharma,2193.35,True
MED00862,Rosuvastatin,Rosuvastatin XR-CIP,Statin,Capsule,100,Cholesterol management,Cipla,2003.5,True
MED00863,Enalapril,Enalapril-DR.,Antihypertensive (ACE Inhibitor),Syrup,25,High blood pressure,Dr. Reddy's,139.93,True
MED00864,Ramipril,Ramipril-LUP,Antihypertensive (ACE Inhibitor),Inhaler,N/A,High blood pressure and heart failure,Lupin,1516.96,True
MED00865,Digoxin,Digoxin-AUR,Cardiac Glycoside,Capsule,25,Heart failure and arrhythmia,Aurobindo Pharma,1285.58,True
MED00866,Amiodarone,Amiodarone DS-ZYD,Antiarrhythmic,Capsule,1000,Irregular heartbeat,Zydus Cadila,907.59,True
MED00867,Heparin,Heparin-MAN,Anticoagulant,Inhaler,N/A,Blood clot prevention (acute),Mankind Pharma,2156.08,False
MED00868,Insulin Regular,Insulin XR-TOR,Antidiabetic (Insulin),Syrup,100,Diabetes mellitus,Torrent Pharma,439.12,True
MED00869,Glimepiride,Glimepiride-ALK,Antidiabetic (Sulfonylurea),Capsule,50,Type 2 diabetes,Alkem Labs,2031.76,True
